ProductID,SKU,ProductName,Category,PrimaryRawMaterial,MaterialIndexWeight,BaseUnitCost_USD,Currency,StandardLeadTimeDays,ReorderPoint,SupplierID
PRD-03634,SKU-SYN-21986,Copper Conductors & Wiring Grade-U,Copper Conductors & Wiring,Copper,0.65,432.0,USD,81,100,SUP-00034
PRD-03635,SKU-SYN-91649,Synthetic Lubricants Grade-V,Synthetic Lubricants,Crude Oil / Polymers,0.8,179.89,USD,49,,SUP-00784
PRD-03636,sku_3636,Synthetic Lubricants Grade-W,Synthetic Lubricants,Crude Oil / Polymers,0.8,$1289.12,USD,-10,,SUP-00486
PRD-03637,SKU-SYN-81249,Heavy Engine Castings Grade-X,Heavy Engine Castings,Steel,0.5,914.08,USD,73,250,SUP-00745
PRD-03638,SKU-SYN-85544,Heavy Engine Castings Grade-Y,Heavy Engine Castings,Steel,0.5,2996.39,USD,68,500 units,SUP-00914
PRD-03639,SKU-SYN-65478,Heavy Engine Castings Grade-Z,Heavy Engine Castings,Steel,0.5,346.15,USD,28,100,SUP-00063
PRD-03640,SKU-SYN-24593,industrial resins & plastics grade-3640,,Crude Oil / Polymers,0.7,179.49,USD,43,500 units,SUP-99999
PRD-03641,SKU-SYN-69744,Corrugated Packaging Grade-B,Corrugated Packaging,Packaging,0.2,452.55,USD,71,250,SUP-00194
PRD-03642,SKU-SYN-64450,Corrugated Packaging Grade-C,Corrugated Packaging,Packaging,0.2,$2525.63,USD,89,100,SUP-00341
PRD-03643,SKU-SYN-11939,Industrial Resins & Plastics Grade-D,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2630.88,USD,35,,SUP-00407
PRD-03644,SKU-SYN-69055,Printed Circuit Boards Grade-E,Printed Circuit Boards,Copper,0.35,3128.82,USD,42,,SUP-00761
PRD-03645,SKU-SYN-63658,Heavy Engine Castings Grade-F,Heavy Engine Castings,Steel,0.5,574.99,USD,57,,SUP-00696
PRD-03646,SKU-SYN-71730,Printed Circuit Boards Grade-G,Printed Circuit Boards,Copper,0.35,2877.08,USD,64,500,SUP-00940
PRD-03647,SKU-SYN-49925,Copper Conductors & Wiring Grade-H,Copper Conductors & Wiring,Copper,0.65,2395.71,USD,38,250,SUP-00246
PRD-03648,sku_3648,Copper Conductors & Wiring Grade-I,,Copper,0.65,$1884.65,USD,50,500,SUP-00999
PRD-03649,SKU-SYN-10081,Corrugated Packaging Grade-J,Corrugated Packaging,Packaging,0.2,593.73,USD,70,500,SUP-00660
PRD-03650,SKU-SYN-91428,corrugated packaging grade-3650,Corrugated Packaging,Packaging,0.2,-3128.64,USD,77,250,SUP-00600
PRD-03651,SKU-SYN-92435,Corrugated Packaging Grade-L,Corrugated Packaging,Packaging,0.2,497.77,USD,50,250,SUP-00475
PRD-03652,SKU-SYN-48784,Corrugated Packaging Grade-M,Corrugated Packaging,Packaging,0.2,1082.29,USD,52,250,SUP-00501
PRD-03653,SKU-SYN-68900,Industrial Resins & Plastics Grade-N,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1823.76,USD,10,,SUP-00269
PRD-03654,SKU-SYN-19871,Industrial Resins & Plastics Grade-O,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$2271.06,USD,-10,250,SUP-00177
PRD-03655,SKU-SYN-83006,Synthetic Lubricants Grade-P,Synthetic Lubricants,Crude Oil / Polymers,0.8,440.31,USD,79,,SUP-00712
PRD-03656,SKU-SYN-72935,Corrugated Packaging Grade-Q,,Packaging,0.2,690.61,USD,54,500,SUP-00487
PRD-03657,SKU-SYN-30552,Industrial Resins & Plastics Grade-R,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,165.11,USD,67,250,SUP-00208
PRD-03658,SKU-SYN-12599,Corrugated Packaging Grade-S,Corrugated Packaging,Packaging,0.2,2784.37,USD,45,500,SUP-00626
PRD-03659,SKU-SYN-65344,Heavy Engine Castings Grade-T,Heavy Engine Castings,Steel,0.5,2834.76,USD,77,500 units,SUP-00896
PRD-03660,sku_3660,corrugated packaging grade-3660,Corrugated Packaging,Packaging,0.2,$1960.56,USD,76,100,SUP-99999
PRD-03661,SKU-SYN-39368,Copper Conductors & Wiring Grade-V,Copper Conductors & Wiring,Copper,0.65,982.69,USD,83,500,SUP-00305
PRD-03662,SKU-SYN-67277,Heavy Engine Castings Grade-W,Heavy Engine Castings,Steel,0.5,1685.85,USD,48,500,SUP-00403
PRD-03663,SKU-SYN-56202,Synthetic Lubricants Grade-X,Synthetic Lubricants,Crude Oil / Polymers,0.8,2354.25,USD,26,500 units,SUP-00193
PRD-03664,SKU-SYN-31691,Copper Conductors & Wiring Grade-Y,,Copper,0.65,825.77,USD,84,500 units,SUP-00868
PRD-03665,SKU-SYN-66136,Heavy Engine Castings Grade-Z,Heavy Engine Castings,Steel,0.5,3010.73,USD,41,500,SUP-00362
PRD-03666,SKU-SYN-56919,Industrial Resins & Plastics Grade-A,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$1357.29,USD,11,500 units,SUP-00491
PRD-03667,SKU-SYN-75839,Synthetic Lubricants Grade-B,Synthetic Lubricants,Crude Oil / Polymers,0.8,1596.1,USD,84,250,SUP-00200
PRD-03668,SKU-SYN-69944,Printed Circuit Boards Grade-C,Printed Circuit Boards,Copper,0.35,797.6,USD,54,500 units,SUP-00756
PRD-03669,SKU-SYN-52966,Heavy Engine Castings Grade-D,Heavy Engine Castings,Steel,0.5,1006.34,USD,58,500 units,SUP-00900
PRD-03670,SKU-SYN-14789,corrugated packaging grade-3670,Corrugated Packaging,Packaging,0.2,1543.98,USD,74,100,SUP-00916
PRD-03671,SKU-SYN-99713,Industrial Resins & Plastics Grade-F,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,376.98,USD,78,250,SUP-00155
PRD-03672,sku_3672,Industrial Resins & Plastics Grade-G,,Crude Oil / Polymers,0.7,$2909.4,USD,-10,500,SUP-00679
PRD-03673,SKU-SYN-71046,Printed Circuit Boards Grade-H,Printed Circuit Boards,Copper,0.35,511.75,USD,76,500,SUP-00902
PRD-03674,SKU-SYN-30741,Printed Circuit Boards Grade-I,Printed Circuit Boards,Copper,0.35,2026.51,USD,28,,SUP-00679
PRD-03675,SKU-SYN-23944,Copper Conductors & Wiring Grade-J,Copper Conductors & Wiring,Copper,0.65,-2194.05,USD,22,500,SUP-00404
PRD-03676,SKU-SYN-57240,Copper Conductors & Wiring Grade-K,Copper Conductors & Wiring,Copper,0.65,1172.56,USD,71,100,SUP-00974
PRD-03677,SKU-SYN-55672,Printed Circuit Boards Grade-L,Printed Circuit Boards,Copper,0.35,1804.35,USD,68,250,SUP-00720
PRD-03678,SKU-SYN-87130,Industrial Resins & Plastics Grade-M,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$1123.48,USD,61,250,SUP-00692
PRD-03679,SKU-SYN-54543,Printed Circuit Boards Grade-N,Printed Circuit Boards,Copper,0.35,404.86,USD,63,100,SUP-00869
PRD-03680,SKU-SYN-99391,corrugated packaging grade-3680,,Packaging,0.2,2241.91,USD,32,100,SUP-99999
PRD-03681,SKU-SYN-49486,Heavy Engine Castings Grade-P,Heavy Engine Castings,Steel,0.5,2824.4,USD,35,100,SUP-00498
PRD-03682,SKU-SYN-65427,Printed Circuit Boards Grade-Q,Printed Circuit Boards,Copper,0.35,128.11,USD,7,,SUP-00722
PRD-03683,SKU-SYN-32350,Industrial Resins & Plastics Grade-R,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,287.52,USD,44,,SUP-00032
PRD-03684,sku_3684,Corrugated Packaging Grade-S,Corrugated Packaging,Packaging,0.2,$2448.86,USD,38,500 units,SUP-00370
PRD-03685,SKU-SYN-20884,Heavy Engine Castings Grade-T,Heavy Engine Castings,Steel,0.5,2349.43,USD,86,,SUP-00060
PRD-03686,SKU-SYN-88081,Industrial Resins & Plastics Grade-U,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2671.6,USD,34,250,SUP-00336
PRD-03687,SKU-SYN-14407,Copper Conductors & Wiring Grade-V,Copper Conductors & Wiring,Copper,0.65,2626.71,USD,32,100,SUP-00176
PRD-03688,SKU-SYN-23523,Industrial Resins & Plastics Grade-W,,Crude Oil / Polymers,0.7,2107.72,USD,89,,SUP-00514
PRD-03689,SKU-SYN-48539,Printed Circuit Boards Grade-X,Printed Circuit Boards,Copper,0.35,2294.12,USD,23,250,SUP-00672
PRD-03690,SKU-SYN-32186,synthetic lubricants grade-3690,Synthetic Lubricants,Crude Oil / Polymers,0.8,$449.34,USD,-10,500 units,SUP-00409
PRD-03691,SKU-SYN-17059,Industrial Resins & Plastics Grade-Z,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1447.9,USD,62,100,SUP-00471
PRD-03692,SKU-SYN-89451,Industrial Resins & Plastics Grade-A,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2407.5,USD,5,100,SUP-00206
PRD-03693,SKU-SYN-89547,Synthetic Lubricants Grade-B,Synthetic Lubricants,Crude Oil / Polymers,0.8,1709.72,USD,39,500 units,SUP-00677
PRD-03694,SKU-SYN-60608,Corrugated Packaging Grade-C,Corrugated Packaging,Packaging,0.2,2019.22,USD,88,500 units,SUP-00342
PRD-03695,SKU-SYN-54242,Printed Circuit Boards Grade-D,Printed Circuit Boards,Copper,0.35,849.81,USD,59,500 units,SUP-00408
PRD-03696,sku_3696,Industrial Resins & Plastics Grade-E,,Crude Oil / Polymers,0.7,$906.2,USD,22,100,SUP-00462
PRD-03697,SKU-SYN-10583,Printed Circuit Boards Grade-F,Printed Circuit Boards,Copper,0.35,741.9,USD,14,250,SUP-00629
PRD-03698,SKU-SYN-32027,Printed Circuit Boards Grade-G,Printed Circuit Boards,Copper,0.35,317.78,USD,33,500,SUP-00436
PRD-03699,SKU-SYN-63396,Heavy Engine Castings Grade-H,Heavy Engine Castings,Steel,0.5,2200.94,USD,71,500,SUP-00910
PRD-03700,SKU-SYN-76741,copper conductors & wiring grade-3700,Copper Conductors & Wiring,Copper,0.65,-2787.53,USD,56,,SUP-99999
PRD-03701,SKU-SYN-33425,Corrugated Packaging Grade-J,Corrugated Packaging,Packaging,0.2,792.39,USD,18,,SUP-00083
PRD-03702,SKU-SYN-62134,Industrial Resins & Plastics Grade-K,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,$1100.34,USD,51,500,SUP-00543
PRD-03703,SKU-SYN-49499,Corrugated Packaging Grade-L,Corrugated Packaging,Packaging,0.2,2857.67,USD,38,100,SUP-00824
PRD-03704,SKU-SYN-60278,Synthetic Lubricants Grade-M,,Crude Oil / Polymers,0.8,1523.05,USD,77,500,SUP-00103
PRD-03705,SKU-SYN-46807,Heavy Engine Castings Grade-N,Heavy Engine Castings,Steel,0.5,331.77,USD,77,500,SUP-00534
PRD-03706,SKU-SYN-85353,Copper Conductors & Wiring Grade-O,Copper Conductors & Wiring,Copper,0.65,1851.1,USD,53,500 units,SUP-00532
PRD-03707,SKU-SYN-29139,Synthetic Lubricants Grade-P,Synthetic Lubricants,Crude Oil / Polymers,0.8,3110.11,USD,76,500,SUP-00282
PRD-03708,sku_3708,Synthetic Lubricants Grade-Q,Synthetic Lubricants,Crude Oil / Polymers,0.8,$2221.96,USD,-10,500,SUP-00518
PRD-03709,SKU-SYN-89813,Copper Conductors & Wiring Grade-R,Copper Conductors & Wiring,Copper,0.65,1037.78,USD,42,500 units,SUP-00070
PRD-03710,SKU-SYN-87032,corrugated packaging grade-3710,Corrugated Packaging,Packaging,0.2,2687.75,USD,69,250,SUP-00285
PRD-03711,SKU-SYN-53969,Synthetic Lubricants Grade-T,Synthetic Lubricants,Crude Oil / Polymers,0.8,1334.12,USD,52,500,SUP-00794
PRD-03712,SKU-SYN-48324,Heavy Engine Castings Grade-U,,Steel,0.5,2980.68,USD,8,100,SUP-00364
PRD-03713,SKU-SYN-35991,Heavy Engine Castings Grade-V,Heavy Engine Castings,Steel,0.5,2900.02,USD,47,100,SUP-00004
PRD-03714,SKU-SYN-55730,Synthetic Lubricants Grade-W,Synthetic Lubricants,Crude Oil / Polymers,0.8,$2514.62,USD,68,100,SUP-00602
PRD-03715,SKU-SYN-66175,Synthetic Lubricants Grade-X,Synthetic Lubricants,Crude Oil / Polymers,0.8,344.88,USD,89,,SUP-00551
PRD-03716,SKU-SYN-34572,Industrial Resins & Plastics Grade-Y,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1447.48,USD,41,100,SUP-00507
PRD-03717,SKU-SYN-38422,Heavy Engine Castings Grade-Z,Heavy Engine Castings,Steel,0.5,1818.09,USD,26,250,SUP-00724
PRD-03718,SKU-SYN-80943,Heavy Engine Castings Grade-A,Heavy Engine Castings,Steel,0.5,336.23,USD,11,250,SUP-00912
PRD-03719,SKU-SYN-71458,Printed Circuit Boards Grade-B,Printed Circuit Boards,Copper,0.35,213.12,USD,24,,SUP-00887
PRD-03720,sku_3720,printed circuit boards grade-3720,,Copper,0.35,$1290.26,USD,60,500,SUP-99999
PRD-03721,SKU-SYN-81318,Corrugated Packaging Grade-D,Corrugated Packaging,Packaging,0.2,1384.84,USD,56,500 units,SUP-00364
PRD-03722,SKU-SYN-94972,Corrugated Packaging Grade-E,Corrugated Packaging,Packaging,0.2,1837.71,USD,10,100,SUP-00123
PRD-03723,SKU-SYN-99427,Printed Circuit Boards Grade-F,Printed Circuit Boards,Copper,0.35,757.14,USD,57,500,SUP-00396
PRD-03724,SKU-SYN-45379,Printed Circuit Boards Grade-G,Printed Circuit Boards,Copper,0.35,1748.66,USD,61,100,SUP-00923
PRD-03725,SKU-SYN-65981,Copper Conductors & Wiring Grade-H,Copper Conductors & Wiring,Copper,0.65,-1125.68,USD,58,250,SUP-00027
PRD-03726,SKU-SYN-53962,Synthetic Lubricants Grade-I,Synthetic Lubricants,Crude Oil / Polymers,0.8,$1352.5,USD,-10,100,SUP-00437
PRD-03727,SKU-SYN-10203,Heavy Engine Castings Grade-J,Heavy Engine Castings,Steel,0.5,1690.5,USD,33,100,SUP-00992
PRD-03728,SKU-SYN-92342,Copper Conductors & Wiring Grade-K,,Copper,0.65,459.64,USD,29,,SUP-00888
PRD-03729,SKU-SYN-66403,Heavy Engine Castings Grade-L,Heavy Engine Castings,Steel,0.5,1258.08,USD,23,,SUP-00118
PRD-03730,SKU-SYN-44835,corrugated packaging grade-3730,Corrugated Packaging,Packaging,0.2,1198.94,USD,36,,SUP-00840
PRD-03731,SKU-SYN-92662,Heavy Engine Castings Grade-N,Heavy Engine Castings,Steel,0.5,2652.96,USD,83,,SUP-00776
PRD-03732,sku_3732,Copper Conductors & Wiring Grade-O,Copper Conductors & Wiring,Copper,0.65,$2275.05,USD,39,250,SUP-00261
PRD-03733,SKU-SYN-84734,Heavy Engine Castings Grade-P,Heavy Engine Castings,Steel,0.5,2182.34,USD,41,500 units,SUP-00626
PRD-03734,SKU-SYN-32249,Industrial Resins & Plastics Grade-Q,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,948.69,USD,18,500 units,SUP-00484
PRD-03735,SKU-SYN-62278,Corrugated Packaging Grade-R,Corrugated Packaging,Packaging,0.2,2315.1,USD,10,100,SUP-00794
PRD-03736,SKU-SYN-80563,Printed Circuit Boards Grade-S,,Copper,0.35,1049.39,USD,59,500 units,SUP-00691
PRD-03737,SKU-SYN-11734,Synthetic Lubricants Grade-T,Synthetic Lubricants,Crude Oil / Polymers,0.8,1970.13,USD,36,500 units,SUP-00015
PRD-03738,SKU-SYN-76049,Copper Conductors & Wiring Grade-U,Copper Conductors & Wiring,Copper,0.65,$2314.99,USD,47,,SUP-00424
PRD-03739,SKU-SYN-72878,Copper Conductors & Wiring Grade-V,Copper Conductors & Wiring,Copper,0.65,312.08,USD,68,100,SUP-00763
PRD-03740,SKU-SYN-98432,copper conductors & wiring grade-3740,Copper Conductors & Wiring,Copper,0.65,2136.7,USD,58,250,SUP-99999
PRD-03741,SKU-SYN-56017,Industrial Resins & Plastics Grade-X,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1376.84,USD,61,250,SUP-00862
PRD-03742,SKU-SYN-22076,Industrial Resins & Plastics Grade-Y,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2356.69,USD,38,500,SUP-00871
PRD-03743,SKU-SYN-72745,Printed Circuit Boards Grade-Z,Printed Circuit Boards,Copper,0.35,793.72,USD,84,100,SUP-00267
PRD-03744,sku_3744,Synthetic Lubricants Grade-A,,Crude Oil / Polymers,0.8,$980.61,USD,-10,,SUP-00442
PRD-03745,SKU-SYN-30268,Heavy Engine Castings Grade-B,Heavy Engine Castings,Steel,0.5,1469.85,USD,9,100,SUP-00448
PRD-03746,SKU-SYN-21680,Copper Conductors & Wiring Grade-C,Copper Conductors & Wiring,Copper,0.65,1124.88,USD,67,,SUP-00908
PRD-03747,SKU-SYN-82760,Printed Circuit Boards Grade-D,Printed Circuit Boards,Copper,0.35,603.45,USD,19,500 units,SUP-00760
PRD-03748,SKU-SYN-71550,Synthetic Lubricants Grade-E,Synthetic Lubricants,Crude Oil / Polymers,0.8,3149.28,USD,7,250,SUP-00151
PRD-03749,SKU-SYN-69225,Copper Conductors & Wiring Grade-F,Copper Conductors & Wiring,Copper,0.65,2835.98,USD,33,100,SUP-00337
PRD-03750,SKU-SYN-10827,synthetic lubricants grade-3750,Synthetic Lubricants,Crude Oil / Polymers,0.8,$1861.21,USD,64,250,SUP-00682
PRD-03751,SKU-SYN-55151,Industrial Resins & Plastics Grade-H,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2354.88,USD,9,100,SUP-00729
PRD-03752,SKU-SYN-20523,Printed Circuit Boards Grade-I,,Copper,0.35,857.9,USD,63,500 units,SUP-00829
PRD-03753,SKU-SYN-95896,Copper Conductors & Wiring Grade-J,Copper Conductors & Wiring,Copper,0.65,1105.95,USD,90,100,SUP-00538
PRD-03754,SKU-SYN-29253,Copper Conductors & Wiring Grade-K,Copper Conductors & Wiring,Copper,0.65,717.63,USD,42,250,SUP-00399
PRD-03755,SKU-SYN-56997,Synthetic Lubricants Grade-L,Synthetic Lubricants,Crude Oil / Polymers,0.8,1207.9,USD,37,,SUP-00106
PRD-03756,sku_3756,Printed Circuit Boards Grade-M,Printed Circuit Boards,Copper,0.35,$619.1,USD,63,500,SUP-00208
PRD-03757,SKU-SYN-34337,Copper Conductors & Wiring Grade-N,Copper Conductors & Wiring,Copper,0.65,1210.82,USD,35,500,SUP-00385
PRD-03758,SKU-SYN-58569,Synthetic Lubricants Grade-O,Synthetic Lubricants,Crude Oil / Polymers,0.8,1813.38,USD,60,,SUP-00056
PRD-03759,SKU-SYN-40752,Heavy Engine Castings Grade-P,Heavy Engine Castings,Steel,0.5,1570.48,USD,20,,SUP-00340
PRD-03760,SKU-SYN-77880,synthetic lubricants grade-3760,,Crude Oil / Polymers,0.8,1315.23,USD,90,500 units,SUP-99999
PRD-03761,SKU-SYN-83016,Copper Conductors & Wiring Grade-R,Copper Conductors & Wiring,Copper,0.65,3191.34,USD,15,500,SUP-00691
PRD-03762,SKU-SYN-86037,Copper Conductors & Wiring Grade-S,Copper Conductors & Wiring,Copper,0.65,$3191.53,USD,-10,100,SUP-00175
PRD-03763,SKU-SYN-44191,Heavy Engine Castings Grade-T,Heavy Engine Castings,Steel,0.5,23.5,USD,73,250,SUP-00942
PRD-03764,SKU-SYN-37162,Copper Conductors & Wiring Grade-U,Copper Conductors & Wiring,Copper,0.65,2055.66,USD,77,500,SUP-00678
PRD-03765,SKU-SYN-91102,Heavy Engine Castings Grade-V,Heavy Engine Castings,Steel,0.5,2474.22,USD,90,,SUP-00036
PRD-03766,SKU-SYN-47040,Copper Conductors & Wiring Grade-W,Copper Conductors & Wiring,Copper,0.65,2684.35,USD,26,100,SUP-00853
PRD-03767,SKU-SYN-74054,Synthetic Lubricants Grade-X,Synthetic Lubricants,Crude Oil / Polymers,0.8,3189.39,USD,56,,SUP-00998
PRD-03768,sku_3768,Industrial Resins & Plastics Grade-Y,,Crude Oil / Polymers,0.7,$1908.64,USD,66,,SUP-00191
PRD-03769,SKU-SYN-91205,Synthetic Lubricants Grade-Z,Synthetic Lubricants,Crude Oil / Polymers,0.8,2743.69,USD,87,100,SUP-00273
PRD-03770,SKU-SYN-47569,copper conductors & wiring grade-3770,Copper Conductors & Wiring,Copper,0.65,2682.86,USD,23,500,SUP-00162
PRD-03771,SKU-SYN-70141,Heavy Engine Castings Grade-B,Heavy Engine Castings,Steel,0.5,2948.27,USD,28,100,SUP-00690
PRD-03772,SKU-SYN-14136,Synthetic Lubricants Grade-C,Synthetic Lubricants,Crude Oil / Polymers,0.8,2230.18,USD,50,500 units,SUP-00895
PRD-03773,SKU-SYN-43137,Industrial Resins & Plastics Grade-D,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1020.74,USD,17,250,SUP-00742
PRD-03774,SKU-SYN-25398,Corrugated Packaging Grade-E,Corrugated Packaging,Packaging,0.2,$3128.21,USD,15,500 units,SUP-00145
PRD-03775,SKU-SYN-19262,Corrugated Packaging Grade-F,Corrugated Packaging,Packaging,0.2,-1484.24,USD,31,250,SUP-00894
PRD-03776,SKU-SYN-12670,Synthetic Lubricants Grade-G,,Crude Oil / Polymers,0.8,1979.1,USD,88,500,SUP-00524
PRD-03777,SKU-SYN-88701,Industrial Resins & Plastics Grade-H,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,3158.8,USD,64,500,SUP-00501
PRD-03778,SKU-SYN-87622,Corrugated Packaging Grade-I,Corrugated Packaging,Packaging,0.2,2952.13,USD,56,100,SUP-00014
PRD-03779,SKU-SYN-89519,Copper Conductors & Wiring Grade-J,Copper Conductors & Wiring,Copper,0.65,416.08,USD,47,500,SUP-00683
PRD-03780,sku_3780,heavy engine castings grade-3780,Heavy Engine Castings,Steel,0.5,$2456.94,USD,-10,500 units,SUP-99999
PRD-03781,SKU-SYN-54618,Corrugated Packaging Grade-L,Corrugated Packaging,Packaging,0.2,1357.05,USD,55,500 units,SUP-00166
PRD-03782,SKU-SYN-17081,Printed Circuit Boards Grade-M,Printed Circuit Boards,Copper,0.35,1615.64,USD,44,500,SUP-00273
PRD-03783,SKU-SYN-72254,Corrugated Packaging Grade-N,Corrugated Packaging,Packaging,0.2,644.88,USD,20,500 units,SUP-00312
PRD-03784,SKU-SYN-86990,Corrugated Packaging Grade-O,,Packaging,0.2,1739.61,USD,56,,SUP-00508
PRD-03785,SKU-SYN-52352,Synthetic Lubricants Grade-P,Synthetic Lubricants,Crude Oil / Polymers,0.8,2298.12,USD,82,500 units,SUP-00230
PRD-03786,SKU-SYN-94501,Heavy Engine Castings Grade-Q,Heavy Engine Castings,Steel,0.5,$2200.42,USD,60,,SUP-00532
PRD-03787,SKU-SYN-18950,Industrial Resins & Plastics Grade-R,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2756.41,USD,20,500 units,SUP-00078
PRD-03788,SKU-SYN-97798,Printed Circuit Boards Grade-S,Printed Circuit Boards,Copper,0.35,2839.13,USD,34,500,SUP-00790
PRD-03789,SKU-SYN-95119,Printed Circuit Boards Grade-T,Printed Circuit Boards,Copper,0.35,1972.52,USD,13,500 units,SUP-00550
PRD-03790,SKU-SYN-11528,copper conductors & wiring grade-3790,Copper Conductors & Wiring,Copper,0.65,1526.24,USD,55,,SUP-00139
PRD-03791,SKU-SYN-70002,Industrial Resins & Plastics Grade-V,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,2267.98,USD,30,500,SUP-00981
PRD-03792,sku_3792,Synthetic Lubricants Grade-W,,Crude Oil / Polymers,0.8,$782.9,USD,36,500,SUP-00159
PRD-03793,SKU-SYN-77665,Copper Conductors & Wiring Grade-X,Copper Conductors & Wiring,Copper,0.65,1223.81,USD,28,250,SUP-00058
PRD-03794,SKU-SYN-10977,Printed Circuit Boards Grade-Y,Printed Circuit Boards,Copper,0.35,1317.9,USD,55,250,SUP-00088
PRD-03795,SKU-SYN-44900,Heavy Engine Castings Grade-Z,Heavy Engine Castings,Steel,0.5,2839.69,USD,5,100,SUP-00743
PRD-03796,SKU-SYN-12219,Corrugated Packaging Grade-A,Corrugated Packaging,Packaging,0.2,1136.36,USD,52,500 units,SUP-00802
PRD-03797,SKU-SYN-62368,Copper Conductors & Wiring Grade-B,Copper Conductors & Wiring,Copper,0.65,369.29,USD,26,500 units,SUP-00654
PRD-03798,SKU-SYN-26919,Corrugated Packaging Grade-C,Corrugated Packaging,Packaging,0.2,$659.39,USD,-10,500,SUP-00081
PRD-03799,SKU-SYN-20755,Corrugated Packaging Grade-D,Corrugated Packaging,Packaging,0.2,1023.03,USD,84,,SUP-00151
PRD-03800,SKU-SYN-46013,printed circuit boards grade-3800,,Copper,0.35,-1281.14,USD,84,100,SUP-99999
PRD-03801,SKU-SYN-73817,Synthetic Lubricants Grade-F,Synthetic Lubricants,Crude Oil / Polymers,0.8,2701.15,USD,80,250,SUP-00406
PRD-03802,SKU-SYN-16660,Industrial Resins & Plastics Grade-G,Industrial Resins & Plastics,Crude Oil / Polymers,0.7,1056.02,USD,31,500 units,SUP-00668
PRD-03803,SKU-SYN-50792,Corrugated Packaging Grade-H,Corrugated Packaging,Packaging,0.2,2892.0,USD,85,250,SUP-00691
PRD-03804,sku_3804,Copper Conductors & Wiring Grade-I,Copper Conductors & Wiring,Copper,0.65,$1229.68,USD,74,,SUP-00488
PRD-03805,SKU-SYN-26275,Synthetic Lubricants Grade-J,Synthetic Lubricants,Crude Oil / Polymers,0.8,2622.98,USD,68,250,SUP-00606
PRD-03806,SKU-SYN-44594,Synthetic Lubricants Grade-K,Synthetic Lubricants,Crude Oil / Polymers,0.8,936.71,USD,36,,SUP-00871
PRD-03807,SKU-SYN-63361,Heavy Engine Castings Grade-L,Heavy Engine Castings,Steel,0.5,2967.08,USD,49,500,SUP-00953
PRD-03808,SKU-SYN-59801,Printed Circuit Boards Grade-M,,Copper,0.35,503.68,USD,19,500 units,SUP-00504
PRD-03809,SKU-SYN-62102,Synthetic Lubricants Grade-N,Synthetic Lubricants,Crude Oil / Polymers,0.8,399.38,USD,20,250,SUP-00471
PRD-03810,SKU-SYN-40580,heavy engine castings grade-3810,Heavy Engine Castings,Steel,0.5,$2284.94,USD,6,,SUP-00379
PRD-03811,SKU-SYN-68313,Heavy Engine Castings Grade-P,Heavy Engine Castings,Steel,0.5,1015.15,USD,35,500 units,SUP-00025
PRD-03812,SKU-SYN-19545,Corrugated Packaging Grade-Q,Corrugated Packaging,Packaging,0.2,2083.7,USD,20,,SUP-00873
PRD-03813,SKU-SYN-86712,Synthetic Lubricants Grade-R,Synthetic Lubricants,Crude Oil / Polymers,0.8,1609.12,USD,78,100,SUP-00369
PRD-03814,SKU-SYN-75705,Heavy Engine Castings Grade-S,Heavy Engine Castings,Steel,0.5,670.16,USD,62,,SUP-00225
PRD-03815,SKU-SYN-33122,Printed Circuit Boards Grade-T,Printed Circuit Boards,Copper,0.35,1939.5,USD,37,500 units,SUP-00434
PRD-03816,sku_3816,Synthetic Lubricants Grade-U,,Crude Oil / Polymers,0.8,$1195.05,USD,-10,500,SUP-00081
PRD-03817,SKU-SYN-89949,Heavy Engine Castings Grade-V,Heavy Engine Castings,Steel,0.5,646.46,USD,30,100,SUP-00074
PRD-03818,SKU-SYN-99527,Printed Circuit Boards Grade-W,Printed Circuit Boards,Copper,0.35,895.55,USD,69,500,SUP-00782
PRD-03819,SKU-SYN-27296,Heavy Engine Castings Grade-X,Heavy Engine Castings,Steel,0.5,2153.46,USD,85,,SUP-00030
PRD-03820,SKU-SYN-21291,printed circuit boards grade-3820,Printed Circuit Boards,Copper,0.35,2696.58,USD,11,250,SUP-99999
PRD-03821,SKU-SYN-50965,Corrugated Packaging Grade-Z,Corrugated Packaging,Packaging,0.2,2948.75,USD,25,,SUP-00763
